rain[mm]	temperature[°C]	irradiance[μmol/s/m2]	day_length[h]	PET[mm]	co2[ppm]
0.0	16.1	384.6	11.1	5.9	441.2
0.1	17.0	374.2	11.1	5.8	441.2
0.0	14.7	384.9	11.0	6.2	441.2
0.0	15.6	384.3	11.0	6.1	443.0
0.0	14.7	381.3	11.0	6.0	443.0
0.0	14.4	314.6	10.9	5.5	443.0
0.0	16.1	338.7	10.9	6.0	443.0
0.0	17.5	359.8	10.9	7.0	443.0
0.0	9.4	379.5	10.9	4.6	443.0
0.0	6.9	379.1	10.8	4.4	443.0
0.0	9.7	174.0	10.8	4.2	443.0
0.0	8.1	374.3	10.8	4.4	443.0
0.0	8.9	362.3	10.8	4.5	443.0
0.0	8.7	356.3	10.7	4.4	443.0
0.0	8.3	352.4	10.7	4.5	443.0
0.0	9.5	354.1	10.7	5.0	443.0
0.0	10.5	351.6	10.7	5.4	443.0
0.0	12.1	350.9	10.7	5.6	443.0
0.0	8.1	329.3	10.6	4.5	443.0
0.0	8.3	352.0	10.6	4.8	443.0
0.0	9.3	345.9	10.6	5.0	443.0
0.0	10.3	335.9	10.6	4.8	443.0
0.0	8.3	333.1	10.5	4.2	443.0
0.0	11.2	327.3	10.5	4.7	443.0
0.0	6.8	339.0	10.5	3.6	443.0
0.0	10.1	331.0	10.5	4.8	443.0
0.0	12.0	283.5	10.5	4.9	443.0
0.0	12.3	321.1	10.4	5.3	443.0
0.0	14.5	306.6	10.4	5.4	443.0
9.3	12.9	145.9	10.4	4.5	443.0
1.3	7.2	37.2	10.4	2.9	443.0
0.0	1.2	322.6	10.4	2.3	443.0
0.0	3.3	326.6	10.4	2.9	443.0
0.0	6.0	318.9	10.3	3.7	445.0
0.0	9.0	310.5	10.3	4.4	445.0
0.0	9.1	194.3	10.3	4.4	445.0
0.0	10.7	311.5	10.3	5.1	445.0
0.0	12.2	214.6	10.3	4.5	445.0
0.0	6.0	298.0	10.3	3.3	445.0
0.0	5.0	311.5	10.3	3.0	445.0
0.0	5.0	298.7	10.3	3.3	445.0
0.0	6.4	229.5	10.2	3.7	445.0
0.0	7.7	268.8	10.2	4.0	445.0
0.0	1.9	310.5	10.2	2.7	445.0
0.0	3.6	307.6	10.2	3.4	445.0
0.0	6.9	232.9	10.2	4.2	445.0
0.0	11.3	266.8	10.2	5.1	445.0
0.6	17.2	277.5	10.2	5.8	445.0
0.2	17.2	130.1	10.2	5.2	445.0
6.5	12.9	112.4	10.2	5.2	445.0
0.0	3.7	129.5	10.2	2.5	445.0
0.0	1.0	302.4	10.2	2.6	445.0
0.0	2.9	303.6	10.2	3.4	445.0
0.0	5.5	298.4	10.2	3.8	445.0
0.0	7.9	299.7	10.2	4.2	445.0
0.1	10.0	284.4	10.2	4.6	445.0
0.0	9.9	196.5	10.2	3.9	445.0
1.0	11.7	213.7	10.2	3.9	445.0
0.0	11.2	76.7	10.2	3.7	445.0
0.9	12.0	184.2	10.2	3.8	445.0
1.2	9.5	39.5	10.2	1.9	445.0
2.2	12.8	192.2	10.2	3.7	445.0
14.3	11.7	88.9	10.2	3.3	445.0
0.3	4.8	86.1	10.2	2.5	445.0
0.1	6.5	261.2	10.2	3.7	447.1
0.2	7.3	259.0	10.2	4.0	447.1
0.3	7.5	262.1	10.2	3.6	447.1
0.1	6.0	180.5	10.2	3.0	447.1
0.1	9.3	296.0	10.3	4.0	447.1
7.0	9.8	124.6	10.3	3.1	447.1
0.6	7.5	84.7	10.3	2.3	447.1
15.1	5.4	56.9	10.3	1.8	447.1
2.8	3.3	30.8	10.3	1.0	447.1
0.5	1.8	94.3	10.3	1.9	447.1
0.0	0.6	249.8	10.3	2.4	447.1
11.5	3.8	225.3	10.3	2.8	447.1
9.6	1.6	45.3	10.4	1.6	447.1
0.1	-1.1	302.9	10.4	2.1	447.1
0.0	0.5	319.4	10.4	2.5	447.1
0.1	-0.4	117.6	10.4	1.8	447.1
0.0	-1.2	322.2	10.4	2.3	447.1
0.0	-0.9	295.3	10.4	2.6	447.1
0.0	1.3	307.7	10.5	3.0	447.1
4.6	4.6	163.9	10.5	2.9	447.1
0.9	3.3	103.6	10.5	2.5	447.1
0.2	-0.9	109.9	10.5	2.3	447.1
0.0	-1.5	341.1	10.5	2.3	447.1
0.0	-1.5	347.3	10.5	2.7	447.1
0.0	-0.5	352.6	10.6	3.0	447.1
0.0	2.8	351.7	10.6	3.5	447.1
0.0	5.9	113.6	10.6	3.5	447.1
0.0	3.8	294.8	10.6	3.8	447.1
0.0	2.5	361.1	10.7	3.6	447.1
0.0	6.6	361.2	10.7	4.9	447.1
0.0	9.4	351.6	10.7	5.3	447.1
0.0	11.6	343.0	10.7	5.9	448.3
0.0	15.4	351.2	10.8	6.9	448.3
0.3	15.3	332.7	10.8	5.8	448.3
5.6	11.6	148.6	10.8	4.8	448.3
1.2	4.7	59.8	10.8	2.8	448.3
0.1	0.9	228.6	10.9	2.3	448.3
0.0	0.3	366.5	10.9	3.2	448.3
0.0	2.6	391.8	10.9	4.0	448.3
0.0	6.1	383.0	10.9	4.9	448.3
0.0	6.3	356.8	11.0	5.2	448.3
0.0	4.7	283.4	11.0	3.6	448.3
3.1	10.3	219.3	11.0	5.5	448.3
17.3	6.5	47.9	11.0	3.0	448.3
16.8	4.1	42.7	11.1	1.6	448.3
1.0	6.3	84.2	11.1	2.2	448.3
21.2	10.7	187.4	11.1	4.2	448.3
23.2	13.5	45.5	11.2	4.4	448.3
5.7	6.3	92.4	11.2	2.9	448.3
1.0	5.1	66.4	11.2	2.3	448.3
1.5	4.8	105.0	11.2	2.6	448.3
8.1	2.3	80.2	11.3	2.3	448.3
0.0	3.1	198.8	11.3	2.7	448.3
0.0	2.5	268.6	11.3	2.8	448.3
0.1	4.7	391.6	11.4	4.2	448.3
14.1	6.4	130.2	11.4	3.6	448.3
0.1	6.5	118.0	11.4	3.7	448.3
0.0	7.8	449.8	11.4	4.7	448.3
0.0	8.6	445.6	11.5	5.6	448.3
0.0	11.5	413.7	11.5	6.8	448.3
15.4	9.7	82.0	11.5	5.1	448.8
0.0	7.1	454.8	11.6	4.7	448.8
4.0	11.8	360.8	11.6	5.7	448.8
15.0	13.1	68.7	11.6	4.8	448.8
41.8	10.5	36.7	11.7	4.6	448.8
0.9	4.7	114.0	11.7	3.5	448.8
0.0	4.8	440.2	11.7	4.0	448.8
0.0	3.2	473.0	11.7	4.4	448.8
5.1	7.2	417.2	11.8	4.8	448.8
23.0	9.9	48.3	11.8	3.8	448.8
0.1	9.7	340.4	11.8	5.4	448.8
35.2	9.8	408.0	11.9	5.0	448.8
11.6	9.9	26.5	11.9	3.7	448.8
12.4	7.9	51.9	11.9	2.2	448.8
2.1	6.6	240.2	12.0	5.6	448.8
1.4	2.5	491.0	12.0	3.5	448.8
0.1	3.9	455.1	12.0	4.7	448.8
0.0	9.6	492.7	12.1	7.0	448.8
0.2	13.5	285.6	12.1	6.1	448.8
0.0	17.5	510.8	12.1	8.3	448.8
0.1	17.2	316.5	12.1	9.3	448.8
5.3	13.0	297.6	12.2	4.8	448.8
7.2	15.9	64.8	12.2	5.0	448.8
0.9	18.4	356.2	12.2	6.8	448.8
11.3	20.1	275.0	12.3	6.8	448.8
19.5	20.4	472.7	12.3	7.9	448.8
2.4	14.5	319.3	12.3	10.7	448.8
6.8	4.2	53.8	12.4	1.6	448.8
9.1	5.7	52.5	12.4	3.1	448.8
2.1	12.1	110.7	12.4	6.2	448.8
1.9	19.3	403.0	12.4	8.4	448.8
13.3	17.2	69.1	12.5	6.1	449.1
5.3	19.7	216.7	12.5	7.8	449.1
0.5	15.7	132.3	12.5	6.6	449.1
1.8	19.0	198.5	12.6	9.3	449.1
4.0	11.9	66.3	12.6	2.9	449.1
2.6	12.9	67.6	12.6	3.8	449.1
5.6	14.8	168.6	12.7	7.9	449.1
3.3	11.5	333.3	12.7	5.5	449.1
8.4	10.1	137.5	12.7	4.5	449.1
0.0	10.9	542.6	12.7	6.8	449.1
7.6	14.8	467.2	12.8	7.0	449.1
22.6	14.9	80.0	12.8	7.0	449.1
0.0	15.6	571.6	12.8	7.7	449.1
23.6	17.4	364.8	12.9	7.2	449.1
0.2	12.6	282.4	12.9	7.1	449.1
0.0	16.9	518.6	12.9	8.6	449.1
0.0	16.5	428.1	13.0	8.6	449.1
0.0	15.1	603.1	13.0	7.1	449.1
0.0	16.1	605.4	13.0	8.8	449.1
0.0	19.2	610.5	13.0	10.2	449.1
0.0	20.8	589.4	13.1	11.0	449.1
3.7	20.3	255.9	13.1	9.7	449.1
1.0	18.4	296.7	13.1	7.1	449.1
0.0	18.9	531.0	13.1	8.7	449.1
4.4	19.6	236.4	13.2	7.6	449.1
0.1	20.4	222.4	13.2	8.7	449.1
6.4	21.5	373.0	13.2	8.4	449.1
5.1	21.0	146.2	13.3	6.3	449.1
4.0	21.9	344.1	13.3	8.6	449.1
2.7	22.3	362.4	13.3	9.0	449.1
2.9	23.5	487.5	13.3	9.6	449.6
16.9	23.9	530.3	13.4	8.3	449.6
60.4	23.9	518.7	13.4	9.1	449.6
2.4	14.0	137.8	13.4	9.2	449.6
0.6	12.5	238.2	13.4	4.7	449.6
0.2	13.3	335.8	13.5	6.9	449.6
0.3	15.3	616.4	13.5	8.2	449.6
0.0	16.7	492.5	13.5	8.6	449.6
0.4	18.0	558.2	13.5	7.9	449.6
58.0	20.1	260.7	13.6	7.8	449.6
1.5	17.0	178.7	13.6	8.8	449.6
34.2	18.2	419.6	13.6	8.5	449.6
28.6	19.0	83.4	13.6	8.7	449.6
37.5	20.5	423.6	13.6	11.6	449.6
0.9	15.1	167.9	13.7	4.1	449.6
0.7	18.3	505.8	13.7	8.9	449.6
0.3	19.4	414.9	13.7	8.2	449.6
0.4	19.0	367.3	13.7	8.3	449.6
0.0	18.9	466.3	13.7	8.7	449.6
0.0	17.2	541.3	13.8	8.5	449.6
0.2	19.1	445.5	13.8	8.5	449.6
0.4	21.8	552.8	13.8	10.2	449.6
0.1	21.4	449.6	13.8	10.1	449.6
1.2	21.7	493.9	13.8	8.4	449.6
0.7	22.9	388.5	13.8	9.4	449.6
0.0	24.9	604.0	13.9	10.6	449.6
24.5	25.0	501.2	13.9	10.6	449.6
20.2	23.4	318.0	13.9	9.8	449.6
1.2	20.7	100.6	13.9	4.5	449.6
1.6	21.6	160.9	13.9	6.8	449.6
17.7	22.3	128.9	13.9	5.6	449.6
14.9	21.6	40.4	14.0	3.2	448.5
5.7	22.3	134.4	14.0	6.2	448.5
0.3	23.6	457.4	14.0	9.8	448.5
4.9	24.6	593.4	14.0	11.4	448.5
1.9	24.5	624.7	14.0	12.2	448.5
0.1	26.2	631.0	14.0	11.6	448.5
26.6	26.5	565.6	14.0	10.9	448.5
5.4	23.1	297.0	14.0	9.5	448.5
0.1	24.0	603.2	14.0	11.3	448.5
0.0	25.4	628.3	14.0	12.0	448.5
5.9	25.6	572.5	14.1	10.8	448.5
5.1	24.0	250.9	14.1	10.4	448.5
0.9	25.2	531.4	14.1	10.5	448.5
0.0	26.9	638.1	14.1	11.8	448.5
2.4	27.2	608.4	14.1	11.0	448.5
21.8	24.1	193.0	14.1	7.3	448.5
0.0	25.1	482.5	14.1	10.8	448.5
0.0	23.0	337.3	14.1	9.8	448.5
0.0	20.5	287.4	14.1	7.5	448.5
14.3	21.0	228.4	14.1	5.8	448.5
2.9	23.0	45.8	14.1	6.3	448.5
0.7	25.4	523.8	14.1	11.5	448.5
1.6	26.0	525.2	14.1	10.8	448.5
8.1	25.1	196.7	14.1	7.8	448.5
9.2	23.2	80.4	14.1	5.8	448.5
0.1	26.2	582.4	14.1	10.0	448.5
0.5	25.3	195.3	14.1	9.0	448.5
0.6	26.1	586.3	14.1	10.0	448.5
0.1	26.8	565.9	14.1	10.6	448.5
5.6	27.1	611.9	14.1	11.0	448.5
1.0	26.1	297.9	14.1	8.2	445.7
19.0	25.7	356.5	14.0	8.3	445.7
6.4	26.1	276.0	14.0	9.6	445.7
13.8	26.4	359.5	14.0	9.3	445.7
14.1	26.6	384.4	14.0	9.8	445.7
15.8	27.2	561.8	14.0	11.2	445.7
17.3	27.1	510.5	14.0	9.7	445.7
18.8	26.5	343.6	14.0	9.6	445.7
19.2	26.4	463.1	14.0	9.7	445.7
16.3	25.2	76.4	14.0	4.8	445.7
16.0	26.5	345.5	14.0	9.1	445.7
8.9	27.2	583.9	13.9	11.5	445.7
9.0	27.0	529.1	13.9	10.0	445.7
10.3	27.3	579.4	13.9	10.5	445.7
3.7	27.3	620.9	13.9	11.0	445.7
5.3	27.2	624.5	13.9	10.3	445.7
0.7	28.3	613.4	13.9	10.7	445.7
0.0	29.2	627.1	13.9	11.0	445.7
0.6	29.3	631.0	13.8	12.1	445.7
0.0	29.6	633.2	13.8	12.4	445.7
1.7	28.8	642.0	13.8	12.9	445.7
0.7	28.8	633.8	13.8	12.6	445.7
6.2	28.2	617.3	13.8	11.1	445.7
11.5	26.6	594.4	13.7	11.2	445.7
1.1	25.5	335.5	13.7	8.4	445.7
0.0	25.0	434.9	13.7	10.6	445.7
0.0	25.5	636.4	13.7	11.1	445.7
0.0	27.1	634.3	13.7	11.9	445.7
0.0	28.7	626.3	13.6	12.5	445.7
0.5	29.6	619.4	13.6	13.0	445.7
2.1	29.7	604.9	13.6	12.6	445.7
0.0	30.3	573.2	13.6	11.0	443.3
0.2	30.0	474.8	13.6	10.3	443.3
7.2	28.4	462.9	13.5	11.6	443.3
14.7	27.2	565.7	13.5	11.5	443.3
25.0	26.0	421.8	13.5	8.4	443.3
11.2	25.5	532.1	13.5	8.8	443.3
15.0	25.2	557.9	13.4	8.4	443.3
23.4	25.7	458.7	13.4	8.7	443.3
9.2	25.9	480.2	13.4	8.7	443.3
24.0	26.1	370.5	13.4	8.1	443.3
3.5	26.2	209.1	13.3	8.4	443.3
13.3	26.6	552.2	13.3	9.5	443.3
7.2	26.9	562.4	13.3	9.9	443.3
11.0	26.9	539.2	13.3	10.3	443.3
9.2	26.9	479.5	13.2	9.6	443.3
12.3	27.2	490.8	13.2	9.4	443.3
9.9	27.0	449.5	13.2	9.4	443.3
9.2	27.0	446.1	13.2	9.4	443.3
7.0	27.3	439.5	13.1	9.4	443.3
6.5	27.0	486.3	13.1	10.5	443.3
5.4	26.6	552.6	13.1	9.9	443.3
8.3	26.6	530.4	13.1	9.5	443.3
8.9	27.0	527.0	13.0	9.9	443.3
11.4	27.0	510.7	13.0	9.7	443.3
16.5	26.3	468.5	13.0	8.7	443.3
19.6	25.1	374.4	12.9	7.5	443.3
0.5	22.7	129.6	12.9	6.2	443.3
0.0	23.3	533.6	12.9	8.8	443.3
0.0	24.9	545.4	12.9	9.0	443.3
7.7	25.3	442.7	12.8	9.0	443.3
8.0	24.9	491.2	12.8	8.6	443.3
0.1	25.0	511.2	12.8	9.3	442.8
0.0	26.0	546.1	12.7	9.6	442.8
0.0	27.1	536.1	12.7	10.0	442.8
17.1	26.3	394.6	12.7	9.1	442.8
0.2	24.3	369.7	12.7	9.4	442.8
0.0	23.6	517.6	12.6	8.1	442.8
0.0	24.8	535.0	12.6	9.4	442.8
0.0	24.1	431.1	12.6	9.0	442.8
0.0	25.2	480.6	12.5	9.3	442.8
0.1	26.0	403.5	12.5	8.5	442.8
1.4	26.5	294.0	12.5	9.3	442.8
5.4	23.3	82.7	12.4	5.9	442.8
7.0	21.0	20.5	12.4	3.6	442.8
1.0	20.3	69.4	12.4	3.6	442.8
0.2	20.5	111.8	12.4	4.7	442.8
0.2	21.3	306.8	12.3	8.1	442.8
0.0	20.6	430.0	12.3	6.8	442.8
0.0	22.1	508.6	12.3	7.7	442.8
0.0	21.8	480.8	12.2	8.4	442.8
0.0	21.4	512.9	12.2	8.9	442.8
0.0	20.7	514.7	12.2	9.3	442.8
0.0	20.9	507.4	12.1	9.6	442.8
0.0	23.0	372.9	12.1	8.7	442.8
0.0	22.9	448.1	12.1	8.8	442.8
0.0	21.9	427.4	12.1	8.8	442.8
0.0	21.9	405.3	12.0	8.4	442.8
0.0	20.6	475.5	12.0	8.5	442.8
0.0	21.4	483.1	12.0	8.5	442.8
0.0	21.7	472.1	11.9	8.4	442.8
0.3	22.0	329.6	11.9	8.0	442.8
0.0	21.3	473.8	11.9	8.5	443.2
0.0	20.8	474.3	11.8	8.6	443.2
0.0	20.4	474.4	11.8	8.6	443.2
0.0	20.7	459.9	11.8	8.4	443.2
0.0	20.9	400.1	11.8	8.6	443.2
0.0	20.7	461.4	11.7	8.3	443.2
0.0	19.1	426.1	11.7	7.7	443.2
0.0	18.8	371.8	11.7	7.5	443.2
0.0	19.7	452.4	11.6	8.1	443.2
0.0	19.9	446.1	11.6	7.7	443.2
0.0	19.4	441.3	11.6	7.8	443.2
0.0	16.4	433.5	11.5	7.7	443.2
0.0	13.9	462.2	11.5	5.7	443.2
0.0	15.3	445.5	11.5	6.7	443.2
0.0	16.4	434.8	11.5	7.3	443.2
0.0	16.5	433.8	11.4	7.3	443.2
0.0	17.4	425.4	11.4	7.8	443.2
0.0	17.8	423.3	11.4	7.9	443.2
0.0	17.9	422.6	11.3	7.8	443.2
0.0	18.4	420.8	11.3	7.0	443.2
0.0	18.6	407.9	11.3	7.0	443.2
0.0	18.4	397.6	11.3	7.2	443.2
0.0	18.5	392.4	11.2	6.9	443.2
0.0	18.5	395.2	11.2	7.0	443.2
0.0	19.4	391.9	11.2	6.9	443.2
0.0	20.3	383.2	11.1	7.0	443.2
0.0	17.3	404.2	11.1	6.4	443.2
0.0	16.4	395.5	11.1	7.0	443.2
0.0	16.5	397.1	11.1	6.8	443.2
0.0	18.6	358.2	11.0	7.1	443.2
0.0	17.3	374.5	11.0	6.4	443.2
0.0	17.2	371.6	11.0	5.6	445.0
0.0	17.8	346.7	11.0	5.3	445.0
0.1	19.2	323.9	10.9	5.4	445.0
0.1	18.4	267.2	10.9	5.5	445.0
0.0	14.2	369.0	10.9	5.6	445.0
0.0	14.8	369.6	10.8	5.5	445.0
0.0	17.2	280.6	10.8	5.7	445.0
0.0	19.7	203.1	10.8	5.5	445.0
2.3	19.6	178.3	10.8	5.5	445.0
1.9	10.8	44.1	10.8	3.8	445.0
0.1	12.0	103.0	10.7	3.3	445.0
1.9	15.5	240.9	10.7	4.8	445.0
0.3	9.9	47.0	10.7	3.2	445.0
0.0	10.0	342.4	10.7	4.5	445.0
1.0	12.4	337.6	10.6	4.9	445.0
9.6	10.3	26.1	10.6	1.0	445.0
0.6	11.2	102.2	10.6	2.5	445.0
0.1	10.7	101.8	10.6	2.9	445.0
0.2	12.0	223.7	10.5	3.6	445.0
0.1	11.7	287.2	10.5	4.6	445.0
0.0	13.1	290.8	10.5	4.7	445.0
0.0	14.8	230.8	10.5	4.6	445.0
0.1	14.8	67.9	10.5	3.8	445.0
0.5	16.6	280.3	10.5	4.9	445.0
0.0	16.4	206.8	10.4	5.1	445.0
0.0	12.4	286.7	10.4	5.5	445.0
0.0	9.9	276.4	10.4	3.3	445.0
0.0	16.1	257.3	10.4	4.5	445.0
3.4	17.2	254.6	10.4	5.9	445.0
0.9	4.8	29.1	10.4	2.8	445.0
0.0	5.5	312.8	10.3	3.4	447.1
0.0	7.1	309.6	10.3	4.2	447.1
0.0	10.1	298.8	10.3	4.3	447.1
0.0	8.5	299.8	10.3	3.9	447.1
0.0	9.5	302.7	10.3	4.5	447.1
0.0	12.2	296.7	10.3	5.2	447.1
0.0	3.2	288.7	10.3	2.8	447.1
0.9	4.8	288.4	10.3	3.0	447.1
21.9	4.3	42.6	10.2	1.2	447.1
20.1	5.3	23.9	10.2	1.5	447.1
1.9	2.2	47.5	10.2	1.8	447.1
7.5	0.2	110.4	10.2	1.7	447.1
0.9	1.4	134.1	10.2	1.5	447.1
11.7	3.0	69.3	10.2	1.5	447.1
0.1	1.1	121.0	10.2	2.2	447.1
0.2	2.3	248.7	10.2	2.5	447.1
0.1	2.3	234.9	10.2	3.1	447.1
0.0	-2.0	295.0	10.2	1.7	447.1
10.9	2.6	162.9	10.2	2.4	447.1
0.9	2.6	114.8	10.2	1.9	447.1
4.9	6.8	129.0	10.2	3.0	447.1
0.6	10.2	92.7	10.2	3.2	447.1
0.6	14.2	226.2	10.2	4.3	447.1
1.2	16.0	155.6	10.2	4.7	447.1
0.4	7.3	100.4	10.2	2.2	447.1
0.9	13.2	285.0	10.2	4.0	447.1
3.4	11.2	67.6	10.2	5.1	447.1
0.4	1.4	59.5	10.2	1.6	447.1
0.0	2.9	299.0	10.2	2.8	447.1
4.4	6.6	291.4	10.2	3.3	447.1
2.5	10.4	120.7	10.2	3.4	447.1
13.3	10.1	70.6	10.2	2.9	449.2
10.4	5.9	19.4	10.2	2.3	449.2
11.4	1.2	35.0	10.2	1.1	449.2
20.2	2.2	13.0	10.2	1.7	449.2
20.0	3.4	10.9	10.3	2.3	449.2
1.3	-3.9	153.6	10.3	1.6	449.2
0.0	-3.4	314.8	10.3	1.9	449.2
0.0	-4.6	314.9	10.3	1.7	449.2
0.0	-0.9	307.6	10.3	2.3	449.2
0.0	-0.4	310.6	10.3	2.2	449.2
0.0	-2.4	313.5	10.3	1.8	449.2
0.0	-1.2	322.6	10.3	2.3	449.2
0.0	-2.8	327.1	10.4	1.9	449.2
0.0	0.2	326.9	10.4	3.0	449.2
0.0	3.5	252.2	10.4	3.3	449.2
0.3	-0.7	114.5	10.4	2.6	449.2
0.0	-3.6	335.2	10.4	2.2	449.2
0.0	-1.4	337.3	10.4	2.8	449.2
0.0	2.6	339.2	10.5	3.8	449.2
0.1	2.6	206.7	10.5	3.3	449.2
0.0	0.7	339.7	10.5	2.9	449.2
0.0	5.2	339.6	10.5	4.3	449.2
0.0	-0.4	346.2	10.5	2.5	449.2
0.0	-2.1	276.5	10.6	1.8	449.2
0.0	-1.9	261.8	10.6	2.3	449.2
0.0	0.4	354.1	10.6	2.9	449.2
0.0	2.7	357.6	10.6	3.6	449.2
0.0	6.4	225.1	10.7	4.0	449.2
3.1	4.9	76.6	10.7	3.1	449.2
0.0	3.7	364.4	10.7	3.5	449.2
2.3	4.4	126.7	10.7	2.6	449.2
9.5	3.0	38.0	10.7	2.1	450.3
0.0	5.7	370.3	10.8	3.9	450.3
0.0	7.9	371.9	10.8	5.0	450.3
0.0	8.0	354.5	10.8	4.5	450.3
0.2	5.0	285.4	10.8	3.7	450.3
0.6	6.2	371.3	10.9	3.8	450.3
19.1	1.8	65.4	10.9	1.4	450.3
18.7	2.5	33.4	10.9	2.0	450.3
9.1	-1.0	37.5	11.0	1.7	450.3
0.0	-2.7	304.8	11.0	2.2	450.3
0.0	-2.8	385.9	11.0	2.3	450.3
0.0	-2.6	346.3	11.0	2.6	450.3
0.0	-2.9	408.9	11.1	2.6	450.3
0.5	1.5	156.5	11.1	2.8	450.3
4.2	2.6	77.3	11.1	2.8	450.3
0.1	4.7	410.3	11.1	4.6	450.3
6.5	8.3	354.8	11.2	4.8	450.3
18.7	9.1	42.6	11.2	4.9	450.3
1.4	-1.3	82.5	11.2	2.5	450.3
0.2	1.3	325.8	11.3	3.4	450.3
0.0	6.8	421.0	11.3	5.4	450.3
21.4	8.8	75.4	11.3	4.2	450.3
15.8	13.4	354.5	11.3	7.9	450.3
9.8	0.5	21.0	11.4	1.1	450.3
0.7	4.1	215.0	11.4	3.1	450.3
2.8	10.1	196.5	11.4	5.0	450.3
1.4	11.7	235.5	11.5	5.8	450.3
29.3	7.9	32.5	11.5	3.7	450.3
27.4	4.3	21.5	11.5	2.2	450.8
31.2	2.0	34.9	11.6	2.3	450.8
12.8	1.1	64.7	11.6	1.6	450.8
18.7	3.3	49.2	11.6	2.2	450.8
1.1	4.4	55.5	11.6	2.3	450.8
0.3	6.7	223.9	11.7	3.6	450.8
14.1	8.6	236.9	11.7	4.1	450.8
2.2	5.9	113.5	11.7	3.6	450.8
0.0	5.3	419.4	11.8	4.5	450.8
1.9	7.0	202.2	11.8	3.8	450.8
14.4	9.4	231.8	11.8	5.4	450.8
18.0	1.8	45.2	11.9	2.9	450.8
3.8	5.5	369.2	11.9	4.1	450.8
0.5	9.1	201.7	11.9	4.7	450.8
4.0	14.7	176.0	12.0	6.4	450.8
13.0	16.9	136.2	12.0	5.2	450.8
13.2	7.3	65.4	12.0	7.1	450.8
14.4	3.1	264.7	12.0	3.3	450.8
3.3	2.6	104.6	12.1	3.0	450.8
14.8	5.1	129.1	12.1	3.8	450.8
18.7	5.9	39.2	12.1	2.4	450.8
6.6	6.4	71.0	12.2	3.3	450.8
1.4	8.6	248.5	12.2	5.3	450.8
24.3	3.0	42.3	12.2	4.8	450.8
0.2	2.6	175.3	12.3	2.6	450.8
27.3	1.3	118.9	12.3	2.7	450.8
36.6	1.9	53.0	12.3	2.9	450.8
4.3	7.3	148.7	12.3	4.4	450.8
11.3	6.8	72.9	12.4	4.5	450.8
0.0	5.8	256.5	12.4	5.2	450.8
17.3	10.5	438.4	12.4	6.8	450.8
14.2	10.5	52.3	12.5	3.5	451.1
0.6	10.4	195.8	12.5	5.3	451.1
0.4	12.7	489.2	12.5	8.0	451.1
0.1	17.7	521.7	12.6	10.4	451.1
3.0	21.2	469.0	12.6	9.8	451.1
0.3	22.4	357.1	12.6	8.4	451.1
3.0	18.9	73.0	12.7	5.8	451.1
0.0	16.6	459.3	12.7	7.3	451.1
2.5	12.9	254.0	12.7	6.5	451.1
19.4	14.3	72.1	12.7	8.5	451.1
9.4	15.1	39.1	12.8	8.3	451.1
20.7	10.1	322.8	12.8	5.6	451.1
6.2	8.4	96.6	12.8	3.3	451.1
7.3	14.3	432.2	12.9	8.2	451.1
0.3	21.2	449.1	12.9	10.3	451.1
0.2	24.6	515.0	12.9	8.6	451.1
2.2	24.7	444.6	12.9	9.9	451.1
1.0	24.6	267.1	13.0	7.4	451.1
24.9	22.4	108.1	13.0	4.4	451.1
1.9	18.9	144.3	13.0	7.9	451.1
4.0	16.1	453.4	13.1	9.5	451.1
0.0	16.4	621.4	13.1	7.9	451.1
0.0	18.6	589.7	13.1	9.8	451.1
4.6	19.5	254.4	13.1	8.6	451.1
11.3	21.1	266.6	13.2	12.2	451.1
19.0	14.4	494.5	13.2	7.6	451.1
44.8	10.5	43.5	13.2	2.1	451.1
4.8	12.3	119.2	13.2	5.0	451.1
0.2	15.1	455.6	13.3	8.9	451.1
0.1	16.9	553.5	13.3	9.7	451.1
0.1	21.6	586.9	13.3	10.8	451.6
23.2	22.6	160.8	13.4	8.3	451.6
28.5	14.6	115.5	13.4	10.3	451.6
0.0	14.1	621.2	13.4	8.1	451.6
0.1	16.4	341.7	13.4	7.2	451.6
10.7	21.2	157.8	13.5	8.8	451.6
1.5	18.7	83.1	13.5	5.6	451.6
0.6	18.5	98.1	13.5	4.8	451.6
15.6	20.7	190.9	13.5	11.8	451.6
0.1	13.5	169.9	13.5	5.7	451.6
0.1	16.4	611.4	13.6	7.8	451.6
0.4	21.0	396.6	13.6	10.5	451.6
6.3	22.7	178.8	13.6	7.1	451.6
2.7	21.5	81.0	13.6	7.9	451.6
0.1	22.7	540.5	13.7	10.4	451.6
3.8	22.6	544.1	13.7	9.6	451.6
29.3	22.5	128.7	13.7	5.6	451.6
20.5	24.5	455.7	13.7	8.8	451.6
3.7	26.5	530.2	13.7	9.8	451.6
0.5	19.0	283.8	13.8	10.4	451.6
0.0	17.1	663.6	13.8	8.9	451.6
0.0	19.0	654.2	13.8	10.2	451.6
0.0	19.6	648.6	13.8	9.7	451.6
0.0	23.1	619.2	13.8	10.8	451.6
0.0	25.4	604.7	13.8	10.9	451.6
5.7	25.9	577.2	13.9	10.8	451.6
21.8	25.1	367.9	13.9	9.9	451.6
27.5	24.6	305.4	13.9	9.5	451.6
6.5	17.9	50.9	13.9	7.9	451.6
