rain[mm]	temperature[°C]	irradiance[μmol/s/m2]	day_length[h]	PET[mm]	co2[ppm]
2.9	19.8	402.2	11.4	7.9	709.4
0.7	10.3	300.3	11.4	7.4	709.4
0.0	0.7	465.0	11.5	3.0	709.4
0.0	5.1	359.2	11.5	4.2	709.4
0.0	9.1	384.7	11.5	6.2	710.2
10.3	8.6	231.6	11.6	5.1	710.2
25.5	6.4	33.3	11.6	2.4	710.2
3.0	9.8	126.5	11.6	3.3	710.2
6.2	12.3	60.2	11.6	3.4	710.2
0.5	17.0	96.1	11.7	6.3	710.2
0.6	19.7	238.8	11.7	6.6	710.2
0.7	8.1	126.2	11.7	7.7	710.2
0.0	8.1	464.8	11.8	4.8	710.2
6.7	10.9	199.6	11.8	5.1	710.2
0.2	8.4	168.3	11.8	4.4	710.2
0.0	6.8	501.1	11.9	4.8	710.2
8.1	7.0	425.4	11.9	6.3	710.2
0.1	2.8	474.3	11.9	4.0	710.2
0.0	8.5	509.1	12.0	6.4	710.2
0.0	14.0	341.8	12.0	7.0	710.2
0.9	17.7	151.7	12.0	6.8	710.2
4.8	19.3	335.0	12.0	8.1	710.2
11.3	19.4	119.6	12.1	5.6	710.2
10.3	21.2	418.6	12.1	6.1	710.2
49.7	18.7	198.8	12.1	9.4	710.2
0.0	11.6	475.0	12.2	6.5	710.2
20.1	16.7	250.8	12.2	8.2	710.2
64.6	19.0	94.2	12.2	5.7	710.2
9.2	15.7	25.7	12.3	6.1	710.2
8.2	15.9	71.4	12.3	7.3	710.2
10.1	4.7	55.3	12.3	4.9	710.2
0.0	6.4	283.3	12.3	4.6	710.2
8.1	11.5	312.9	12.4	5.8	710.2
15.6	10.0	30.8	12.4	3.4	710.2
12.4	10.5	32.2	12.4	3.6	710.2
6.4	12.1	26.8	12.5	3.9	710.9
0.9	14.4	162.1	12.5	6.3	710.9
1.2	20.5	454.2	12.5	11.1	710.9
0.0	14.6	480.7	12.6	7.0	710.9
5.9	15.6	254.8	12.6	8.3	710.9
5.8	8.8	87.0	12.6	2.5	710.9
0.5	10.7	261.6	12.7	5.3	710.9
0.1	15.4	570.4	12.7	8.2	710.9
16.8	15.5	229.2	12.7	8.2	710.9
25.6	11.4	65.8	12.7	3.6	710.9
0.9	15.2	278.5	12.8	6.7	710.9
0.9	16.4	266.2	12.8	7.1	710.9
0.5	15.7	520.0	12.8	8.5	710.9
2.0	13.1	250.0	12.9	7.7	710.9
0.0	11.0	614.6	12.9	7.1	710.9
0.0	13.3	614.6	12.9	8.2	710.9
0.0	17.2	438.7	12.9	8.9	710.9
0.1	17.5	312.2	13.0	8.6	710.9
0.8	21.8	510.4	13.0	10.3	710.9
1.6	21.3	176.9	13.0	7.6	710.9
0.0	20.6	597.6	13.1	9.0	710.9
4.8	24.4	501.8	13.1	10.0	710.9
0.8	17.9	189.5	13.1	8.7	710.9
0.0	17.5	616.7	13.1	7.8	710.9
0.0	16.1	613.4	13.2	9.7	710.9
0.0	14.1	638.2	13.2	8.6	710.9
0.0	19.5	629.6	13.2	10.9	710.9
0.0	23.1	612.8	13.2	11.5	710.9
0.0	25.8	390.5	13.3	10.2	710.9
82.1	21.3	372.6	13.3	13.8	710.9
6.5	10.8	57.5	13.3	3.8	711.8
0.0	13.7	488.9	13.4	7.6	711.8
0.1	17.7	637.2	13.4	9.8	711.8
0.1	19.6	623.6	13.4	10.4	711.8
0.0	21.8	586.0	13.4	10.5	711.8
0.1	22.9	176.9	13.5	8.0	711.8
4.8	24.4	329.4	13.5	8.7	711.8
1.6	25.8	401.2	13.5	9.7	711.8
3.7	26.5	422.8	13.5	9.4	711.8
0.2	22.5	446.3	13.5	10.8	711.8
0.7	24.2	515.5	13.6	10.8	711.8
1.4	24.1	522.8	13.6	10.7	711.8
43.0	16.4	56.4	13.6	7.4	711.8
0.3	19.9	557.4	13.6	10.0	711.8
0.4	23.3	596.1	13.7	11.2	711.8
0.7	24.7	362.8	13.7	8.8	711.8
34.3	25.8	350.0	13.7	8.4	711.8
23.7	23.7	137.3	13.7	8.9	711.8
9.0	19.8	354.9	13.7	10.0	711.8
2.3	16.9	163.4	13.8	4.9	711.8
33.6	14.5	61.1	13.8	5.1	711.8
3.6	13.7	81.3	13.8	4.9	711.8
0.0	18.0	379.8	13.8	8.7	711.8
0.1	19.2	488.0	13.8	10.1	711.8
0.0	21.3	628.6	13.8	10.6	711.8
0.1	21.6	520.0	13.9	10.3	711.8
0.3	23.2	589.3	13.9	11.2	711.8
0.0	24.5	573.5	13.9	10.4	711.8
4.7	20.8	120.7	13.9	7.8	711.8
0.2	22.1	608.9	13.9	10.4	711.8
0.0	24.5	636.4	13.9	11.6	711.8
0.4	24.2	401.4	13.9	11.1	710.4
0.0	22.4	568.0	14.0	10.5	710.4
0.0	24.0	441.8	14.0	8.5	710.4
0.0	26.0	550.2	14.0	11.6	710.4
9.4	24.2	198.1	14.0	10.0	710.4
2.0	20.8	68.9	14.0	6.0	710.4
1.8	20.5	112.0	14.0	5.5	710.4
0.7	22.7	439.5	14.0	9.3	710.4
0.4	24.1	598.3	14.0	10.4	710.4
0.1	26.0	611.6	14.0	10.2	710.4
13.1	24.2	139.9	14.0	6.3	710.4
16.5	25.3	89.4	14.1	6.1	710.4
0.5	25.4	141.6	14.1	8.4	710.4
3.8	27.8	531.7	14.1	10.0	710.4
25.0	26.0	78.7	14.1	5.4	710.4
27.4	26.3	293.6	14.1	7.3	710.4
0.2	26.0	488.1	14.1	10.6	710.4
0.1	26.4	413.8	14.1	10.2	710.4
1.5	25.6	348.2	14.1	10.9	710.4
0.0	26.0	405.3	14.1	11.0	710.4
3.0	27.7	574.8	14.1	11.0	710.4
29.5	24.4	61.6	14.1	5.1	710.4
2.5	25.1	274.4	14.1	8.9	710.4
1.0	23.9	226.1	14.1	7.5	710.4
0.2	25.4	496.0	14.1	10.0	710.4
2.3	26.5	402.0	14.1	9.2	710.4
0.3	27.1	245.9	14.1	8.7	710.4
4.3	28.7	541.8	14.1	11.2	710.4
1.0	28.0	249.7	14.1	7.9	710.4
21.3	27.9	289.4	14.1	9.3	710.4
20.3	26.9	258.1	14.1	8.9	706.5
18.7	27.4	464.6	14.0	9.3	706.5
20.4	27.0	322.2	14.0	9.4	706.5
14.3	27.3	347.7	14.0	9.5	706.5
14.7	28.1	502.2	14.0	10.7	706.5
17.4	27.9	428.5	14.0	9.4	706.5
19.7	27.9	509.8	14.0	9.0	706.5
24.4	27.9	449.7	14.0	9.5	706.5
12.3	28.3	530.7	14.0	10.3	706.5
3.8	28.9	627.8	14.0	12.1	706.5
2.0	29.2	601.6	14.0	11.3	706.5
0.0	30.5	628.4	13.9	11.0	706.5
0.0	31.4	607.9	13.9	11.1	706.5
0.3	30.3	345.4	13.9	10.1	706.5
1.3	30.8	583.5	13.9	11.8	706.5
6.3	30.0	621.4	13.9	10.5	706.5
0.0	30.8	633.9	13.9	11.3	706.5
0.1	31.1	620.3	13.9	11.8	706.5
0.0	30.8	622.0	13.8	12.6	706.5
0.7	30.6	543.6	13.8	10.7	706.5
0.0	31.3	566.1	13.8	11.7	706.5
0.0	31.3	615.6	13.8	12.1	706.5
0.1	31.4	614.7	13.8	12.2	706.5
0.1	31.4	609.4	13.8	12.0	706.5
0.1	31.6	613.8	13.7	12.0	706.5
0.1	31.7	591.8	13.7	11.8	706.5
0.1	32.1	586.7	13.7	12.0	706.5
13.9	29.8	449.9	13.7	10.5	706.5
11.2	28.1	461.0	13.7	9.3	706.5
11.6	28.0	376.4	13.6	8.7	706.5
7.4	27.8	238.7	13.6	8.5	706.5
17.0	27.2	331.3	13.6	8.9	705.8
10.8	28.4	566.7	13.6	10.1	705.8
7.1	28.5	549.2	13.5	11.1	705.8
3.7	29.3	577.3	13.5	10.3	705.8
10.4	28.5	423.4	13.5	9.8	705.8
14.3	28.2	383.3	13.5	8.7	705.8
23.7	26.9	283.2	13.5	7.9	705.8
7.3	25.9	83.0	13.4	5.2	705.8
1.7	26.0	123.7	13.4	6.3	705.8
0.1	24.9	302.0	13.4	9.4	705.8
0.1	25.7	606.1	13.4	10.0	705.8
0.2	26.5	560.5	13.3	10.3	705.8
0.0	28.3	600.5	13.3	10.8	705.8
5.2	28.6	492.3	13.3	11.3	705.8
10.5	27.7	402.2	13.2	9.4	705.8
1.0	27.6	261.9	13.2	7.5	705.8
0.2	28.0	509.8	13.2	9.4	705.8
0.3	26.3	176.7	13.2	5.2	705.8
0.8	26.4	343.5	13.1	8.4	705.8
0.7	27.7	436.7	13.1	8.5	705.8
11.3	28.2	462.1	13.1	10.5	705.8
7.3	28.3	518.4	13.1	10.0	705.8
0.1	26.6	515.7	13.0	10.8	705.8
0.2	27.8	576.0	13.0	9.9	705.8
0.0	29.1	554.5	13.0	10.3	705.8
0.3	29.7	485.9	13.0	10.2	705.8
0.9	30.5	425.9	12.9	9.6	705.8
0.2	30.3	364.8	12.9	9.5	705.8
0.1	30.5	515.2	12.9	9.7	705.8
0.9	30.2	339.0	12.8	8.2	705.8
0.6	30.9	374.9	12.8	8.5	705.8
22.0	28.0	335.5	12.8	8.5	708.2
25.2	27.6	375.5	12.8	8.1	708.2
20.5	26.7	451.9	12.7	9.0	708.2
18.0	25.6	379.5	12.7	7.2	708.2
0.1	24.3	162.3	12.7	5.9	708.2
0.1	25.2	461.4	12.6	8.2	708.2
0.0	25.9	521.9	12.6	8.1	708.2
0.1	25.6	483.8	12.6	8.4	708.2
0.0	26.9	525.8	12.5	8.5	708.2
0.0	27.0	374.1	12.5	9.7	708.2
0.0	27.8	530.1	12.5	10.9	708.2
0.4	28.1	528.1	12.5	11.7	708.2
0.0	28.9	527.9	12.4	11.8	708.2
0.0	29.2	525.6	12.4	12.2	708.2
0.0	27.8	528.0	12.4	11.2	708.2
0.3	28.4	270.3	12.3	8.7	708.2
0.4	28.9	388.7	12.3	10.0	708.2
0.0	28.8	465.0	12.3	10.4	708.2
0.0	28.6	503.5	12.2	10.7	708.2
0.0	27.4	508.8	12.2	10.3	708.2
0.0	28.1	497.8	12.2	9.6	708.2
0.0	29.6	492.3	12.2	10.4	708.2
0.0	28.7	494.2	12.1	10.3	708.2
0.0	27.9	484.9	12.1	8.9	708.2
0.1	26.9	382.9	12.1	9.0	708.2
0.0	26.0	468.8	12.0	7.8	708.2
0.0	25.6	413.8	12.0	9.7	708.2
0.0	26.0	339.9	12.0	8.2	708.2
0.0	26.8	467.2	11.9	9.0	708.2
0.0	26.1	463.5	11.9	8.3	708.2
0.0	24.7	378.0	11.9	7.6	709.5
0.1	24.5	382.0	11.9	8.1	709.5
0.0	23.8	468.8	11.8	8.6	709.5
0.0	23.7	467.1	11.8	8.9	709.5
0.0	23.8	438.8	11.8	8.6	709.5
0.0	19.5	453.8	11.7	7.4	709.5
0.0	20.2	456.0	11.7	8.1	709.5
0.0	21.5	457.4	11.7	8.7	709.5
0.0	22.3	406.3	11.6	8.7	709.5
0.0	22.7	453.0	11.6	9.3	709.5
0.0	22.0	447.8	11.6	8.7	709.5
0.0	22.5	358.6	11.6	8.9	709.5
0.0	18.0	424.6	11.5	5.6	709.5
0.0	19.4	281.2	11.5	5.7	709.5
0.1	20.5	197.9	11.5	6.0	709.5
0.1	22.0	130.3	11.4	5.9	709.5
0.0	23.2	171.5	11.4	6.4	709.5
0.0	25.6	395.5	11.4	7.7	709.5
3.7	20.9	68.4	11.3	6.1	709.5
0.0	20.6	136.6	11.3	4.8	709.5
0.0	19.0	100.5	11.3	5.0	709.5
0.0	18.9	385.9	11.3	5.6	709.5
0.1	22.8	342.7	11.2	7.3	709.5
0.2	19.6	104.7	11.2	5.1	709.5
0.0	21.6	312.2	11.2	6.5	709.5
2.4	19.8	302.1	11.1	9.4	709.5
0.0	12.8	340.2	11.1	4.9	709.5
0.0	18.1	381.1	11.1	6.5	709.5
7.2	24.5	294.6	11.1	7.7	709.5
1.7	14.9	70.7	11.0	6.3	709.5
0.0	11.5	366.4	11.0	4.6	709.5
0.0	13.6	379.2	11.0	5.5	711.3
0.0	15.5	368.6	11.0	6.0	711.3
0.0	17.7	346.5	10.9	6.4	711.3
0.0	18.4	360.2	10.9	7.0	711.3
0.0	19.4	361.6	10.9	6.8	711.3
0.0	17.8	113.2	10.9	5.0	711.3
0.0	17.7	256.9	10.8	5.9	711.3
0.0	18.1	355.4	10.8	6.4	711.3
0.0	18.4	349.3	10.8	6.5	711.3
0.0	19.5	301.5	10.8	6.0	711.3
0.2	19.7	233.9	10.7	5.2	711.3
0.2	18.7	100.6	10.7	4.1	711.3
3.2	16.5	38.6	10.7	2.8	711.3
23.0	17.2	153.9	10.7	4.3	711.3
6.9	15.4	20.1	10.6	2.3	711.3
1.8	14.4	67.8	10.6	2.8	711.3
4.9	13.3	107.6	10.6	2.5	711.3
34.6	12.5	22.2	10.6	1.6	711.3
0.4	7.5	39.0	10.6	3.6	711.3
0.0	6.7	340.7	10.5	2.7	711.3
0.0	8.8	329.5	10.5	3.6	711.3
0.0	6.3	240.4	10.5	2.4	711.3
0.0	5.5	306.4	10.5	3.3	711.3
0.1	7.0	329.9	10.5	3.9	711.3
0.1	5.4	118.9	10.4	3.4	711.3
0.0	3.9	331.0	10.4	3.0	711.3
0.0	3.9	325.5	10.4	3.4	711.3
0.0	5.9	325.6	10.4	3.8	711.3
0.0	12.6	307.5	10.4	5.1	711.3
0.1	13.8	164.3	10.4	4.9	711.3
0.0	15.7	290.2	10.3	5.8	714.2
0.0	11.4	260.9	10.3	4.3	714.2
5.4	9.0	256.3	10.3	3.5	714.2
0.1	4.9	116.4	10.3	2.0	714.2
0.0	7.8	202.5	10.3	3.1	714.2
5.0	11.6	155.0	10.3	3.8	714.2
5.6	10.0	16.6	10.3	1.6	714.2
0.0	9.8	290.7	10.3	3.1	714.2
0.0	16.5	288.7	10.2	4.8	714.2
6.5	21.3	269.6	10.2	5.6	714.2
0.4	10.2	31.6	10.2	4.2	714.2
0.0	6.7	276.8	10.2	2.5	714.2
0.0	8.8	152.7	10.2	2.5	714.2
0.1	14.3	102.5	10.2	3.7	714.2
0.6	14.5	158.1	10.2	3.9	714.2
1.0	11.2	43.5	10.2	1.8	714.2
0.5	9.9	131.0	10.2	2.8	714.2
0.1	9.9	283.1	10.2	2.9	714.2
1.9	10.2	100.0	10.2	2.1	714.2
4.5	9.9	49.6	10.2	1.7	714.2
8.1	9.2	21.3	10.2	0.8	714.2
2.8	11.0	35.3	10.2	2.0	714.2
1.0	14.0	101.9	10.2	2.7	714.2
0.2	18.0	115.6	10.2	3.8	714.2
7.2	15.3	130.7	10.2	5.5	714.2
0.4	6.6	112.5	10.2	2.1	714.2
0.2	7.5	221.1	10.2	3.3	714.2
0.3	9.1	152.4	10.2	3.2	714.2
3.0	8.8	67.5	10.2	3.2	714.2
0.0	4.4	254.9	10.2	2.9	714.2
0.0	1.6	300.4	10.2	2.1	714.2
0.0	4.0	252.1	10.2	2.5	718.0
6.7	7.2	125.1	10.2	2.5	718.0
3.7	6.8	30.3	10.2	2.4	718.0
0.3	2.6	288.8	10.2	2.4	718.0
0.0	1.8	308.3	10.3	2.3	718.0
0.0	3.8	278.4	10.3	3.3	718.0
0.0	7.7	304.5	10.3	4.2	718.0
0.0	5.3	314.8	10.3	3.1	718.0
0.0	5.3	320.9	10.3	3.5	718.0
0.0	9.8	315.1	10.3	5.0	718.0
0.0	11.5	324.5	10.3	5.1	718.0
4.8	14.5	308.5	10.3	5.8	718.0
1.4	2.7	69.0	10.4	3.9	718.0
0.0	1.9	318.4	10.4	2.4	718.0
0.1	2.2	140.0	10.4	2.5	718.0
0.0	0.1	328.2	10.4	2.4	718.0
0.0	0.1	327.4	10.4	2.3	718.0
0.0	4.7	298.0	10.4	3.6	718.0
0.0	11.7	238.2	10.5	4.8	718.0
0.0	11.7	287.1	10.5	5.6	718.0
0.0	10.6	331.5	10.5	4.9	718.0
0.0	12.1	344.0	10.5	5.4	718.0
0.0	15.6	328.5	10.5	6.2	718.0
0.0	20.1	275.1	10.6	6.5	718.0
0.0	19.6	222.9	10.6	5.9	718.0
0.0	21.1	271.5	10.6	6.7	718.0
15.8	18.2	141.9	10.6	6.7	718.0
1.1	8.1	67.1	10.6	2.8	718.0
0.1	10.6	165.1	10.7	3.7	718.0
16.2	16.1	216.8	10.7	5.3	718.0
8.6	16.0	49.9	10.7	3.2	718.0
4.4	6.6	30.6	10.7	5.5	719.9
17.9	2.4	30.2	10.8	1.4	719.9
11.4	2.6	57.8	10.8	1.6	719.9
19.2	1.0	23.7	10.8	1.2	719.9
0.5	1.6	138.6	10.8	2.0	719.9
0.2	-0.0	135.1	10.9	1.8	719.9
0.0	0.3	307.9	10.9	2.2	719.9
0.0	0.5	394.3	10.9	2.8	719.9
0.0	4.3	360.3	10.9	4.0	719.9
0.0	8.1	392.3	11.0	4.9	719.9
0.0	7.3	389.7	11.0	4.7	719.9
0.0	9.0	351.6	11.0	4.9	719.9
2.3	13.7	156.1	11.1	4.9	719.9
1.1	14.8	96.8	11.1	4.6	719.9
0.5	18.1	167.6	11.1	5.5	719.9
9.2	11.5	51.0	11.1	6.9	719.9
19.8	6.3	36.1	11.2	1.8	719.9
27.7	6.3	20.4	11.2	1.4	719.9
4.1	5.1	28.0	11.2	1.1	719.9
12.9	5.7	58.0	11.3	2.1	719.9
54.9	5.6	30.8	11.3	2.5	719.9
28.5	6.9	27.0	11.3	1.2	719.9
37.4	6.3	29.5	11.3	2.7	719.9
20.6	4.0	35.0	11.4	1.7	719.9
1.6	4.2	76.8	11.4	1.9	719.9
0.3	4.1	131.6	11.4	3.1	719.9
0.0	6.4	356.2	11.5	4.4	719.9
3.3	5.2	311.0	11.5	3.2	719.9
0.8	3.4	105.9	11.5	2.0	720.7
0.0	1.7	373.4	11.5	3.7	720.7
0.0	4.8	437.4	11.6	4.1	720.7
0.0	6.9	461.6	11.6	5.1	720.7
3.1	10.7	283.6	11.6	6.2	720.7
0.0	7.6	387.9	11.7	3.7	720.7
0.0	10.7	358.6	11.7	5.4	720.7
0.0	7.1	491.9	11.7	5.1	720.7
0.0	9.9	481.0	11.8	5.8	720.7
19.0	10.4	176.2	11.8	4.8	720.7
0.1	8.4	273.0	11.8	4.8	720.7
0.0	6.9	469.8	11.9	4.9	720.7
0.3	8.8	486.4	11.9	5.1	720.7
7.1	6.9	76.6	11.9	2.3	720.7
36.5	13.3	242.0	11.9	6.1	720.7
0.9	9.5	68.2	12.0	5.8	720.7
0.0	4.5	123.6	12.0	3.5	720.7
0.6	7.5	246.0	12.0	4.9	720.7
0.2	10.3	427.5	12.1	6.9	720.7
11.2	15.0	466.3	12.1	8.0	720.7
17.4	15.4	63.3	12.1	4.0	720.7
0.1	15.5	335.1	12.2	9.4	720.7
7.5	7.8	369.7	12.2	4.5	720.7
0.3	6.8	202.3	12.2	4.5	720.7
0.8	11.2	317.0	12.3	5.9	720.7
0.3	12.5	490.2	12.3	6.2	720.7
2.0	15.1	410.8	12.3	7.4	720.7
11.4	12.8	176.0	12.3	5.6	720.7
8.3	10.6	75.1	12.4	7.0	720.7
0.0	11.6	485.1	12.4	5.3	720.7
21.6	11.9	116.0	12.4	4.3	720.7
2.8	11.0	84.9	12.5	1.7	721.3
28.9	10.3	73.1	12.5	4.9	721.3
23.2	8.1	49.7	12.5	2.3	721.3
30.0	10.9	47.7	12.6	4.3	721.3
31.9	14.5	41.4	12.6	4.3	721.3
11.8	13.8	65.7	12.6	4.3	721.3
26.4	13.8	72.5	12.6	3.9	721.3
1.0	14.1	151.5	12.7	4.7	721.3
11.6	15.3	62.5	12.7	4.6	721.3
13.8	16.3	56.3	12.7	5.5	721.3
0.1	18.2	446.1	12.8	7.8	721.3
4.1	23.4	306.6	12.8	8.2	721.3
9.4	17.6	53.1	12.8	9.2	721.3
11.2	12.0	126.5	12.9	4.6	721.3
2.4	10.5	102.3	12.9	2.9	721.3
30.5	11.1	100.2	12.9	3.1	721.3
0.3	15.8	354.3	12.9	7.5	721.3
65.0	19.3	140.1	13.0	7.3	721.3
48.4	16.3	52.7	13.0	7.1	721.3
38.0	16.5	124.4	13.0	8.1	721.3
31.2	18.5	195.3	13.1	7.2	721.3
4.9	15.1	134.9	13.1	5.4	721.3
0.1	18.0	305.4	13.1	7.7	721.3
0.0	24.2	581.4	13.1	10.2	721.3
17.9	21.5	461.4	13.2	11.6	721.3
26.3	16.3	41.3	13.2	6.0	721.3
0.9	15.2	281.0	13.2	6.5	721.3
44.8	14.4	109.8	13.2	5.4	721.3
0.0	14.0	326.6	13.3	6.9	721.3
0.0	14.3	377.8	13.3	7.4	721.3
28.7	16.6	295.7	13.3	7.4	722.3
11.2	17.9	93.2	13.3	5.8	722.3
0.8	19.2	417.9	13.4	8.5	722.3
10.9	20.4	110.4	13.4	6.5	722.3
1.3	25.1	468.6	13.4	10.7	722.3
20.4	19.1	103.0	13.4	10.8	722.3
0.0	15.0	354.7	13.5	6.7	722.3
0.0	17.0	440.0	13.5	8.1	722.3
0.0	18.4	581.1	13.5	9.5	722.3
0.0	20.2	604.7	13.5	9.5	722.3
0.0	21.4	611.1	13.6	10.0	722.3
0.2	22.4	505.3	13.6	9.1	722.3
0.5	21.0	347.6	13.6	9.7	722.3
0.1	24.0	635.3	13.6	12.2	722.3
51.8	24.1	289.6	13.7	10.2	722.3
0.8	22.7	427.8	13.7	10.1	722.3
0.3	24.1	592.3	13.7	11.9	722.3
0.0	24.4	573.4	13.7	12.7	722.3
2.9	25.4	450.5	13.7	10.4	722.3
0.6	24.6	525.7	13.8	11.4	722.3
0.0	22.5	588.1	13.8	8.6	722.3
0.0	22.7	431.5	13.8	10.8	722.3
0.0	24.0	642.5	13.8	11.1	722.3
0.1	25.9	522.8	13.8	10.8	722.3
0.0	24.9	305.7	13.8	10.7	722.3
45.5	24.3	180.2	13.9	8.0	722.3
2.3	22.7	190.2	13.9	8.8	722.3
0.0	22.4	540.4	13.9	9.8	722.3
0.1	19.6	289.9	13.9	6.9	722.3
19.6	17.7	81.4	13.9	5.2	722.3
32.7	18.5	33.0	13.9	5.5	722.3
10.6	20.4	34.9	13.9	5.1	720.9
44.5	21.4	47.2	14.0	4.9	720.9
0.1	21.2	387.7	14.0	8.4	720.9
0.2	23.0	646.4	14.0	10.7	720.9
0.0	24.9	619.6	14.0	11.8	720.9
0.0	26.7	480.4	14.0	10.9	720.9
4.4	25.1	152.9	14.0	6.1	720.9
0.1	25.1	462.7	14.0	10.4	720.9
0.1	25.4	632.4	14.0	11.4	720.9
1.5	25.3	628.7	14.0	11.6	720.9
0.0	26.0	573.1	14.0	11.0	720.9
0.0	28.8	629.1	14.1	12.2	720.9
7.2	28.1	611.5	14.1	12.5	720.9
9.8	26.5	564.1	14.1	8.9	720.9
20.0	25.6	387.2	14.1	8.9	720.9
1.3	24.6	315.5	14.1	8.4	720.9
0.0	25.3	510.2	14.1	10.2	720.9
2.4	23.6	249.4	14.1	9.2	720.9
12.4	18.2	105.9	14.1	6.1	720.9
17.4	19.3	102.1	14.1	5.0	720.9
30.3	21.2	54.0	14.1	5.0	720.9
12.4	23.3	58.4	14.1	5.7	720.9
17.4	24.3	89.9	14.1	5.5	720.9
0.8	25.0	113.9	14.1	6.1	720.9
11.1	26.7	371.6	14.1	9.9	720.9
21.4	27.3	518.3	14.1	10.3	720.9
18.9	27.2	515.6	14.1	9.6	720.9
24.2	26.7	279.3	14.1	8.2	720.9
3.4	26.4	252.0	14.1	8.9	720.9
23.2	26.9	443.2	14.1	9.3	720.9
14.8	26.5	273.5	14.1	9.1	717.0
12.8	26.8	374.5	14.0	9.8	717.0
14.6	27.7	500.8	14.0	10.2	717.0
9.9	28.0	454.5	14.0	9.3	717.0
12.0	28.2	517.4	14.0	9.9	717.0
21.9	27.8	543.2	14.0	9.7	717.0
10.8	27.7	459.8	14.0	10.0	717.0
0.5	27.9	513.0	14.0	10.9	717.0
0.1	29.1	617.2	14.0	11.0	717.0
0.1	30.3	632.8	14.0	11.1	717.0
19.6	28.4	565.3	14.0	9.9	717.0
19.6	28.0	452.2	13.9	9.3	717.0
19.0	27.2	277.8	13.9	9.3	717.0
23.8	26.1	203.6	13.9	8.1	717.0
16.4	25.5	105.7	13.9	5.9	717.0
15.9	26.0	240.4	13.9	7.9	717.0
15.2	26.8	255.0	13.9	8.8	717.0
19.4	26.7	196.3	13.9	8.5	717.0
3.9	27.0	282.6	13.8	9.3	717.0
4.7	28.3	577.0	13.8	11.5	717.0
5.4	28.5	614.5	13.8	11.2	717.0
7.5	28.9	558.5	13.8	10.3	717.0
4.5	29.5	614.4	13.8	10.9	717.0
4.1	29.7	618.6	13.8	11.8	717.0
6.7	29.3	586.2	13.7	11.2	717.0
0.1	28.6	462.4	13.7	9.1	717.0
20.6	27.9	423.6	13.7	9.0	717.0
16.7	28.2	517.2	13.7	10.4	717.0
10.4	28.2	494.4	13.7	10.4	717.0
13.8	28.2	500.0	13.6	10.2	717.0
9.2	28.4	506.1	13.6	10.4	717.0
9.8	28.3	486.3	13.6	10.0	716.3
6.1	28.4	517.1	13.6	10.3	716.3
8.7	27.4	456.6	13.5	10.0	716.3
10.3	27.5	299.1	13.5	8.1	716.3
14.0	27.7	368.2	13.5	9.0	716.3
5.5	27.2	253.9	13.5	8.6	716.3
4.9	27.4	319.7	13.5	9.4	716.3
3.3	27.8	434.8	13.4	9.7	716.3
5.4	28.1	524.4	13.4	10.7	716.3
2.0	28.6	589.6	13.4	11.0	716.3
0.1	29.0	595.3	13.4	10.4	716.3
12.7	27.8	584.7	13.3	10.4	716.3
7.6	27.3	563.4	13.3	10.1	716.3
1.2	27.4	505.7	13.3	9.8	716.3
3.2	28.0	573.0	13.3	10.0	716.3
3.7	28.5	505.9	13.2	10.8	716.3
5.5	29.1	545.7	13.2	11.6	716.3
0.6	28.9	447.8	13.2	8.6	716.3
9.6	28.4	443.9	13.1	10.4	716.3
12.7	28.2	531.4	13.1	9.7	716.3
13.2	27.9	525.6	13.1	9.6	716.3
24.1	27.2	396.8	13.1	8.6	716.3
25.0	27.0	440.3	13.0	8.8	716.3
14.6	26.6	317.8	13.0	7.9	716.3
7.1	26.5	348.0	13.0	8.0	716.3
19.0	27.0	472.5	13.0	8.2	716.3
13.7	26.7	328.7	12.9	7.4	716.3
13.6	27.1	425.9	12.9	8.7	716.3
21.0	27.1	475.3	12.9	8.1	716.3
14.1	27.7	391.1	12.8	8.0	716.3
15.2	27.6	445.0	12.8	8.0	716.3
4.0	27.9	447.3	12.8	7.9	718.8
1.1	28.2	364.5	12.8	7.8	718.8
7.4	27.1	517.1	12.7	9.3	718.8
0.0	25.8	458.7	12.7	7.9	718.8
1.2	25.7	360.9	12.7	6.7	718.8
0.4	25.5	169.5	12.6	5.6	718.8
5.7	25.8	283.3	12.6	7.2	718.8
8.1	26.4	357.5	12.6	8.4	718.8
13.3	26.5	395.3	12.6	7.8	718.8
11.9	26.4	356.0	12.5	7.1	718.8
21.7	26.5	342.5	12.5	8.2	718.8
30.8	26.0	349.3	12.5	7.3	718.8
15.3	25.3	281.1	12.4	6.6	718.8
1.9	25.0	156.6	12.4	5.5	718.8
0.3	23.8	231.0	12.4	7.6	718.8
0.0	23.0	497.0	12.3	8.1	718.8
0.2	24.4	219.7	12.3	7.3	718.8
1.0	25.3	169.8	12.3	5.8	718.8
0.4	25.1	167.8	12.3	5.8	718.8
0.2	25.0	476.1	12.2	8.3	718.8
0.0	26.3	490.2	12.2	9.6	718.8
2.9	25.1	433.0	12.2	9.5	718.8
0.0	24.6	494.6	12.1	9.3	718.8
0.0	25.0	492.2	12.1	9.5	718.8
0.0	25.5	265.6	12.1	7.8	718.8
0.0	24.7	326.7	12.0	8.1	718.8
2.8	27.0	432.3	12.0	9.3	718.8
4.0	22.4	26.5	12.0	2.5	718.8
