tree_id,x,y,height,dbh,cluster
184,66.32310000008755,61.27939999953061,4.5,0.116,1
185,52.56410000000931,62.53239999955669,4.4,0.049,1
186,40.29710000001677,65.00539999978766,7.2,0.044,1
187,47.81410000000931,61.94639999989569,18.7,0.166,1
188,44.290100000033526,61.513399999701974,13.1,0.068,1
189,50.63110000004843,64.16739999979883,7,0.07,1
190,49.09809999999441,65.68839999951571,18.9,0.221,1
191,56.05210000002142,62.901399999504534,4,0.069,1
192,31.41610000008103,64.45739999983608,15.3,0.175,1
193,49.89010000001024,63.763399999701974,17.1,0.173,1
194,49.292100000012105,60.987399999631194,5.4,0.076,1
195,60.46710000005867,62.375399999899415,16,0.135,1
196,78.08710000005402,64.78639999974668,11.8,0.149,1
197,33.16610000008103,60.67539999971315,5.8,0.116,1
198,41.75110000004377,61.501399999597666,3.2,0.039,1
199,74.96210000005402,63.410399999582765,4.9,0.12,1
200,52.18910000000931,64.02439999964237,8.1,0.087,1
201,67.2701000000149,62.43339999962747,6.7,0.078,1
202,84.57109999999257,63.186399999653545,4.3,0.163,1
203,31.56510000005681,63.315399999843535,6.1,0.096,1
204,58.05210000002142,60.388399999701974,5.1,0.057,1
205,45.670100000038175,60.71439999958649,9.6,0.078,1
207,58.61810000001304,61.39539999991804,7.3,0.069,1
208,84.28910000010245,60.53239999955669,11.4,0.026,1
209,57.994100000060534,62.24339999968335,4.3,0.06,2
210,83.3961000000624,63.28239999955669,9.4,0.107,1
211,45.413100000054946,62.155399999694524,4.8,0.104,1
212,68.87509999999628,63.17439999954924,4.7,0.053,1
214,55.10309999999907,60.393399999590216,3.6,0.035,1
216,84.30810000007357,64.46839999977648,8.3,0.201,1
217,44.95910000002794,60.268399999590216,6,0.072,1
218,72.39709999999349,58.64039999956414,17.5,0.172,1
219,58.65510000002421,60.34839999966472,2.1,0.025,1
221,61.00009999999627,62.130399999787656,19.1,0.35,1
223,81.28810000005497,61.90939999988451,5.5,0.083,1
225,83.94510000006149,59.67839999973923,3.3,0.095,1
226,29.7031000000922,62.474399999828634,8.3,0.095,2
227,60.53210000000279,58.98639999946728,1.8,0.024,1
229,42.056100000095,60.427399999575314,2.9,0.038,1
230,33.84809999999441,62.40039999980628,15,0.231,1
231,81.30010000004285,61.160399999582765,17.4,0.212,2
232,41.20710000004936,61.453399999646095,17.8,0.177,1
233,68.1451000000149,61.81839999986961,13.3,0.158,1
234,46.51710000010524,59.62239999987334,3.9,0.05,1
235,49.17610000009034,59.78739999991059,16.7,0.171,1
236,38.3281000000922,62.07739999948218,3.2,0.078,1
237,42.9871000000773,58.95539999950826,3.3,0.077,1
238,43.64410000008382,56.59739999950081,14.3,0.136,1
239,46.81410000000931,60.29239999979883,16.9,0.123,1
240,50.680100000047496,62.436399999653545,4.8,0.048,1
242,59.31310000007823,60.811399999653545,4.8,0.113,1
243,39.83610000000652,60.61839999968335,16.1,0.116,1
245,75.00110000004378,58.73839999979511,12.2,0.168,1
246,54.96910000003725,62.177399999575314,7.1,0.08,1
247,69.91010000002888,56.87839999992549,7.6,0.079,1
248,30.67310000006426,56.14139999972805,4.4,0.137,2
249,64.24410000006054,59.73439999960512,15.4,0.155,1
250,46.13110000004843,61.64839999947846,7.6,0.084,1
251,42.74610000003912,59.29339999949708,18.6,0.166,1
253,83.82310000008755,58.17239999968707,8.9,0.103,1
254,69.24710000008662,57.130399999787656,13.9,0.108,1
255,58.67510000004284,58.55139999987706,6.5,0.051,1
256,50.24210000008196,61.626399999597666,12.5,0.084,1
257,76.80810000007358,57.06239999981746,12.8,0.139,1
258,48.19010000005681,55.591399999914316,11.1,0.093,1
259,50.837100000054015,59.29539999982491,3.7,0.051,2
261,66.57910000002329,58.64439999975413,16.6,0.202,1
262,76.08710000005402,59.55339999973923,9.3,0.13,2
263,31.91610000008103,57.9423999997057,13.5,0.167,1
264,34.35910000005122,56.83939999958649,4.9,0.057,1
265,24.364100000055878,55.28739999991059,8.4,0.127,2
266,67.1801000000475,61.48839999979511,9.1,0.137,2
267,38.58410000002794,56.92139999952316,3.8,0.062,2
268,60.32910000002328,56.07739999948218,19.2,0.019,1
269,57.23810000000838,58.41339999960884,3.5,0.045,1
270,51.67409999999534,60.44539999973178,4.5,0.056,1
271,57.59910000004191,57.70239999948218,6.6,0.054,1
272,83.2801000000242,60.307399999463556,13.2,0.083,1
273,47.48510000009872,57.64839999947846,17.5,0.278,1
274,62.68110000009499,54.630399999787656,16.8,0.224,1
275,62.34510000008475,55.4653999997504,15.5,0.203,1
276,62.21310000010151,60.31239999981746,5.6,0.141,1
277,58.03510000002887,56.37239999987334,15.8,0.162,1
278,66.25710000009593,51.62239999987334,16.4,0.168,1
279,83.07109999999257,58.31039999948963,6.7,0.091,2
280,49.132100000095924,60.40739999955669,4.3,0.048,1
281,55.212100000054015,57.35639999957904,3.5,0.118,1
282,50.0431000000596,58.13639999983981,16.5,0.187,1
283,68.74310000001304,56.6923999997057,5.1,0.055,1
284,40.882100000095924,54.225399999526886,14.8,0.105,1
285,68.94010000005682,53.13339999981373,19.3,0.202,1
286,43.83610000000652,59.23139999957904,6.2,0.178,2
287,46.61310000000838,55.712399999724326,7.9,0.133,1
288,53.915100000033526,50.91139999974668,12.9,0.108,1
289,43.71510000008009,56.00639999948591,12,0.075,1
290,68.4431000000829,60.22239999950081,17.2,0.143,1
291,57.89210000010524,54.492399999519435,11.1,0.174,1
292,44.41210000000745,57.26439999986589,15.2,0.113,1
293,56.01810000003632,55.98539999976903,17.5,0.203,1
294,24.855100000094062,52.591399999914316,11.6,0.116,1
295,60.225100000089405,51.55839999962747,7.4,0.107,1
296,83.38610000005309,58.819399999567864,6.6,0.067,1
297,42.97309999999441,55.29939999954924,6,0.069,1
298,59.227100000067985,50.458399999534336,9.6,0.039,1
299,73.20410000002329,55.28739999991059,16.1,0.191,1
300,59.818100000082886,58.64639999961629,18.2,0.19,1
301,49.87509999999628,54.186399999653545,3.5,0.027,1
302,31.87509999999628,56.401399999504534,6.1,0.061,1
303,43.072100000040045,55.72239999950081,10.8,0.12,1
304,44.36810000001304,51.12339999957159,3,0.093,1
305,45.803100000068916,50.28439999988451,19.2,0.367,1
306,39.80010000004284,55.33539999986216,17.2,0.271,1
308,46.760100000005586,48.414399999772755,7.3,0.098,1
309,43.03110000007171,53.48939999949336,5.2,0.07,1
310,46.449100000018625,58.100399999526886,18.9,0.169,1
311,70.34910000004191,54.25239999976158,19.3,0.222,1
312,68.12509999999628,54.71039999986216,18.5,0.2,1
313,69.21610000001118,54.27339999947846,10.9,0.018,1
314,57.833100000096856,51.12739999976158,11.8,0.149,1
315,55.835100000075435,49.17039999982491,9,0.065,1
316,53.790100000033526,55.393399999590216,18,0.166,1
317,34.62710000009127,52.37239999987334,8.4,0.13,1
318,44.930100000047496,45.4083999997206,5.7,0.081,2
319,58.79710000001676,52.669399999660996,20.4,0.325,1
320,57.0781000000922,56.932399999463556,12,0.153,1
321,59.63710000010058,52.16839999949708,7.5,0.171,1
322,45.34610000001583,53.57139999989569,2.1,0.066,1
323,65.67710000002143,53.54239999979883,5.4,0.057,1
324,41.430100000047496,49.48239999974295,11.1,0.126,1
325,71.81310000007824,43.13239999964982,14.6,0.162,2
326,41.729100000046564,50.52139999961629,4.3,0.135,1
327,73.36610000003446,52.18939999967962,6.8,0.06,1
328,54.37910000006985,44.82739999948218,6.4,0.06,1
329,68.01910000008382,51.46739999961257,9.9,0.126,1
330,51.84809999999441,55.87039999954551,7.1,0.1,1
331,44.59010000008009,52.112399999631194,17.9,0.181,1
332,41.05210000002142,51.57739999948218,18.4,0.198,1
335,21.81710000003539,42.848399999664714,5.2,0.129,1
336,57.13110000004843,47.298399999850986,16.5,0.173,1
337,62.98510000009872,50.712399999724326,16.4,0.202,1
338,69.69910000001863,44.323399999757854,5.2,0.101,1
340,68.66910000010711,55.70939999969825,8.6,0.131,1
341,58.35910000005122,51.621399999709425,3.2,0.051,1
342,51.60710000007264,48.604399999716875,5.7,0.052,1
343,42.45610000000186,51.19539999973178,13,0.164,1
344,47.555100000047496,47.725399999526886,4.9,0.047,1
345,41.1571000000028,40.02439999964237,3.6,0.089,2
346,49.95510000007078,46.7833999997206,8,0.168,1
347,54.650100000019556,50.953399999646095,13.4,0.237,1
349,52.559100000004655,45.401399999504534,19.6,0.218,1
350,66.04909999999535,55.39939999964237,5.4,0.091,1
351,63.50410000006985,51.43839999951571,5.1,0.072,1
352,56.47110000001583,48.08839999988824,17.7,0.023,1
353,47.352100000067985,50.517399999891964,16.4,0.176,1
354,52.384100000074504,47.557399999463556,22.7,0.036,1
355,34.01810000003632,40.14939999964237,13.5,0.076,1
356,82.6231000000177,45.95539999950826,10.7,0.178,2
357,23.91010000002887,50.147399999780205,6.3,0.31,2
358,32.042100000012105,43.11639999982119,15.1,0.169,1
359,41.7371000000773,42.940399999843535,17.3,0.162,1
360,59.06110000009965,54.88639999983981,7,0.16,1
361,52.87710000009127,48.526399999504534,18.8,0.256,1
363,51.25210000009127,45.15739999955669,10,0.105,1
364,43.652099999998136,46.1243999997355,3.1,0.114,1
365,77.96110000000652,37.07539999962002,13,0.288,1
366,37.21710000005867,44.82039999973178,3.8,0.067,1
367,43.6571000000028,49.85739999974295,6.1,0.222,1
369,69.17610000009034,43.09339999977648,10.5,0.155,1
371,28.487100000077298,46.561399999653545,11.6,0.275,2
372,75.77910000009314,45.460399999862155,12,0.395,2
373,71.6451000000149,44.56639999954179,3,0.179,2
374,73.79710000001677,44.87039999954552,7.6,0.153,1
375,72.23510000009873,36.026399999504534,10.3,0.19,1
376,68.26510000001025,43.41339999960884,5,0.154,1
377,46.01410000007916,47.681399999765304,7.6,0.251,1
378,38.619100000060534,41.42539999971315,5.6,0.042,1
380,53.89810000004098,48.4653999997504,10.6,0.086,1
381,47.87910000006985,46.34239999961257,12.1,0.241,1
382,47.585100000075435,45.01139999983981,17.9,0.278,1
383,37.183100000073566,43.91839999949708,4.1,0.061,1
384,59.29610000008568,44.43539999948964,3.8,0.109,2
385,35.4531000000922,35.699399999921766,12.2,0.1,1
386,52.40310000004563,43.960399999862155,10,0.088,1
387,77.51910000008382,43.35739999974296,5.9,0.107,1
388,68.25910000007451,35.392399999891964,8,0.134,1
390,43.29710000001677,48.18039999960139,10.5,0.05,1
391,18.31710000003539,45.06639999954179,10.2,0.141,2
392,52.98010000009406,42.49439999984726,6.8,0.085,1
393,79.75310000002237,44.19339999986961,16.9,0.182,1
394,81.70610000000187,43.9763999996908,14.1,0.122,1
395,50.88910000007916,33.72739999985472,5.4,0.063,1
396,73.01710000010524,42.36839999968335,6.3,0.087,1
397,74.35309999999907,42.77739999966845,5.8,0.109,1
398,24.63810000003167,35.2833999997206,11.8,0.261,2
399,29.16210000000745,36.979399999716875,4.7,0.075,2
400,83.03110000007173,48.199399999921766,11.1,0.134,1
401,41.231100000025144,44.34339999977648,18.3,0.2,1
404,43.850100000089405,43.156399999858436,9.9,0.125,1
406,40.1691000001071,41.583399999534336,4.7,0.075,1
407,24.040100000033526,42.17539999971315,16.7,0.298,1
408,35.27810000004564,34.52039999991805,20.3,0.255,1
409,69.36410000005588,35.031399999858436,12.5,0.289,1
410,83.87010000010804,46.393399999590216,7.5,0.117,2
411,21.926100000090337,41.45039999962002,11.6,0.171,2
412,21.693100000082886,39.19739999959394,7.9,0.091,1
413,80.97410000004193,37.98139999957904,8.6,0.173,1
414,37.335100000075435,41.23039999988079,4.7,0.12,1
415,57.46310000010151,32.294399999660996,9.3,0.131,1
416,69.7261000000205,41.574399999921766,5.3,0.119,2
417,70.61010000009873,41.97139999980256,11.2,0.142,1
418,59.09610000001583,33.992399999519435,8.2,0.112,1
420,74.79610000008569,44.04939999954924,18.1,0.357,2
422,33.420100000038175,37.751399999597666,13.6,0.257,1
423,78.28610000007636,35.223399999664714,6.3,0.206,2
425,66.16210000000746,30.747399999873338,15.5,0.26,1
426,37.76410000007916,36.2373999996312,11.3,0.101,1
428,80.62610000004376,33.823399999757854,7.8,0.122,1
429,58.337100000054015,33.21139999956041,10.5,0.106,1
430,47.18910000000931,42.21939999947473,3.7,0.061,1
431,51.818100000082886,35.448399999757854,21.1,0.3,1
432,70.66110000007637,37.80439999990314,9,0.138,1
433,34.431100000095,33.669399999660996,21.1,0.243,1
434,68.69110000010431,39.565399999843535,11.1,0.258,1
435,43.5431000000596,30.914399999772755,17.6,0.029,1
436,33.808100000073566,35.63239999964982,11.5,0.262,1
438,63.01310000003166,32.20039999962002,12.1,0.236,1
439,47.350100000089405,32.90039999980628,17.2,0.303,1
440,20.81110000009965,41.57939999981001,3.1,0.056,2
442,38.79610000008568,36.703399999646095,10.5,0.074,1
443,27.40610000007171,30.657399999556688,7.2,0.217,1
444,23.37610000004377,38.86539999965727,2.8,0.062,1
445,75.33210000004937,29.83439999969825,6.5,0.125,1
446,75.62010000010804,34.44539999973178,14.9,0.238,2
447,38.3951000000149,38.598399999664714,17.3,0.13,1
448,49.26410000007916,31.67139999952316,3.7,0.102,1
449,64.21810000010618,32.716399999914316,4.5,0.084,2
450,69.2601000000056,41.1013999996908,16.1,0.044,1
451,72.556100000095,33.89039999956414,11.1,0.223,1
452,80.78610000007636,35.90939999988452,7.8,0.091,2
453,68.96310000010152,30.221399999802557,9.8,0.389,2
454,37.76510000001024,37.621399999709425,6.5,0.162,1
455,49.87509999999628,28.733399999906865,10.7,0.208,2
456,66.17510000004285,34.005399999787656,5.5,0.092,1
459,62.386100000053084,29.480399999880788,12.4,0.204,1
460,81.5980999999944,40.837399999724326,13.9,0.076,1
461,67.04010000003353,31.99039999965727,10.9,0.152,2
463,61.038100000054946,28.176399999877063,16.9,0.136,1
464,52.636100000053084,36.3743999997355,4,0.164,2
466,55.48210000007264,33.005399999787656,6,0.083,1
467,28.4291,35.6123999996312,13.3,0.129,1
469,51.86010000009872,27.799399999549237,10.6,0.135,1
470,66.17010000003819,40.05539999960139,12.1,0.149,1
471,27.0781000000922,31.18539999948964,11.8,0.113,1
472,64.60610000002515,35.32239999959394,17.8,0.185,1
474,55.51710000010524,31.864399999493358,9.6,0.138,1
475,44.46110000000652,22.76139999983981,3.1,0.275,2
476,61.02209999999348,32.47139999980256,11.6,0.132,1
477,36.136100000053084,33.24539999954552,4.4,0.05,1
479,25.057100000026075,27.12039999954552,14.5,0.196,1
480,26.26410000007916,40.16139999974668,9.7,0.116,2
481,25.95710000004936,26.05839999962747,2.5,0.072,1
482,83.50610000004845,32.766399999728044,6.4,0.269,1
483,54.059100000004655,26.85739999974296,8.1,0.116,1
484,59.22309999999441,31.801399999877063,7.9,0.094,2
486,48.88910000007916,28.31239999981746,16.2,0.183,1
487,65.23010000009407,33.21739999961257,11.4,0.127,1
488,57.50210000009127,77.51939999975411,11.6,0.074,1
489,56.41210000000745,23.95939999969825,7.2,0.133,1
490,55.63310000002701,37.78239999955669,21.8,0.335,2
491,29.28110000007171,24.979399999716875,12.1,0.063,1
492,63.634100000074504,29.84339999977648,8,0.088,2
494,49.979100000046564,31.100399999526886,5.8,0.254,1
495,41.428100000068916,63.617399999519435,5.9,0.048,1
496,65.26910000008382,28.48239999974296,7.9,0.067,2
497,69.55710000002608,33.108399999906865,13.9,0.202,1
498,47.24810000001769,62.824399999921766,4.1,0.116,1
499,43.24910000006519,22.936399999653545,9.1,0.205,1
500,35.09710000006333,37.931399999765304,14.1,0.137,1
501,49.585100000075435,77.65639999985844,8.8,0.099,1
502,53.90310000004563,29.96939999947473,18.7,0.167,1
503,28.53710000000745,19.22239999950081,14.2,0.182,2
506,21.35910000005122,19.715399999750403,9.6,0.076,2
507,63.507100000095924,31.900399999806282,6.3,0.09,1
508,53.43510000005215,60.23139999957904,16.9,0.17,1
510,38.06210000003073,36.733399999906865,15.8,0.101,1
511,61.33810000010151,73.39639999961629,7.3,0.078,1
512,43.5431000000596,27.874399999735502,8.4,0.058,2
513,67.09510000008476,43.29339999949708,12.6,0.151,1
514,74.64410000008382,29.13639999983981,12.4,0.079,2
515,52.95910000002794,70.14839999947846,4,0.064,1
516,62.40510000002421,75.23339999990688,4.5,0.252,2
517,57.5441000001071,30.854399999716875,16.3,0.367,1
518,22.129100000069847,55.53439999988451,4.1,0.131,2
521,56.53410000009779,67.25739999964982,4.9,0.038,1
524,49.64110000005774,26.665399999471006,11.4,0.192,1
526,48.553100000068916,40.61839999968335,3.2,0.06,1
527,35.56110000009965,30.00239999976158,6.5,0.095,1
529,65.10510000009407,70.23539999976903,3.5,0.073,2
530,30.083100000096856,30.90439999953061,18.9,0.288,1
531,68.5671000000354,36.01539999956414,5.7,0.091,2
532,17.670100000038182,16.78739999991059,12.6,0.182,2
533,84.6221000000866,61.59639999980256,3.2,0.109,2
534,44.63710000010058,26.05439999990314,5.3,0.144,2
535,29.260100000005586,70.70039999962002,5.5,0.151,1
537,45.615100000103375,28.76239999953806,12.2,0.127,1
539,82.09710000006332,36.24539999954552,11.7,0.168,1
540,47.6461000000624,29.86639999982119,18.5,0.08,1
541,59.932100000026075,33.350399999526886,3.5,0.062,1
542,70.54010000003353,79.91739999979883,2.8,0.073,2
544,54.01210000010058,24.94739999959394,9.3,0.117,1
545,65.72410000004191,41.656399999858436,3.2,0.091,1
548,41.900100000019556,25.294399999660996,17.6,0.204,1
549,23.325100000066122,56.63939999986589,6.5,0.073,2
550,40.789100000102444,27.316399999541787,4,0.063,1
552,56.03310000005029,65.89039999956414,5.6,0.042,1
553,73.94910000001863,63.96939999947473,4.1,0.085,2
554,30.197100000040045,23.03439999988452,16.4,0.143,2
556,56.24110000003446,21.999399999735502,11.1,0.147,2
558,26.275100000019556,25.273399999478457,5.5,0.112,2
559,78.0901000000801,39.876399999597666,8,0.214,1
560,29.62810000002235,27.353399999552963,15.1,0.108,1
561,41.316100000104306,28.89439999975413,5.1,0.232,1
563,17.670100000038182,32.78439999988452,4.7,0.119,1
566,37.386100000053084,39.95439999981001,3.1,0.044,1
567,45.14709999999348,22.67139999952316,3.9,0.102,1
568,80.227100000068,37.892399999891964,9.9,0.141,1
569,26.400100000019556,7.413399999608844,18.2,0.181,1
570,29.87610000004377,25.867399999519435,5.7,0.084,2
571,47.75810000002701,25.247399999873338,22.1,0.126,1
573,60.25810000002701,32.69739999959394,3.5,0.106,2
574,75.05110000009034,53.67839999973923,12,0.107,1
579,29.551100000090337,51.79139999963492,7.7,0.119,2
583,49.05010000004284,33.60339999955296,4.3,0.094,2
585,82.00210000009129,47.436399999653545,9.2,0.086,1
586,53.87210000008661,71.75439999962374,4,0.109,1
587,84.3480999999944,34.789399999772755,11.5,0.155,2
588,61.41110000007637,39.630399999787656,18.4,0.387,1
591,34.809100000004655,53.052399999575314,15.9,0.184,1
592,26.59410000003725,32.35739999974296,10.3,0.069,1
593,60.41010000002887,56.440399999843535,4.5,0.057,1
594,38.62810000002235,62.975399999526886,3.9,0.096,1
595,77.1231000000177,41.540399999471006,7.9,0.088,2
596,46.326099999997204,42.530399999694524,4.8,0.176,1
598,73.24310000001304,40.45039999962002,11.5,0.073,1
599,65.68710000003074,76.95839999953434,3.6,0.072,1
600,65.6581000000503,24.32239999959394,12.6,0.157,2
602,57.195100000061466,63.09739999950081,5.3,0.037,1
603,68.11310000000839,76.05039999971316,3.8,0.038,1
606,58.164100000102444,68.54939999954924,7.8,0.064,1
607,72.95210000004471,58.781399999858436,9.7,0.091,1
